NumeroControl,NombreCompleto,Promedio
2117v17815,Abelardo  Martinez,52
2117v17816,Laura Martinez,57
2117v17817,Uriel Santos,65
2117v17818,Laura Santos,61
2117v17819,Ali  Martinez,67
2117v17820,Ali  Hernandez,10
2117v17821,Flor  Hernandez,45
2117v17822,Pedro  Santos,19
2117v17823,Juan  Sanchez,29
2117v17824,Juan  Sanchez,67
2117v17825,Juan  Santos,64
2117v17826,Pedro  Santos,51
2117v17827,Laura de la cuz ,63
2117v17828,Emilio  Sanchez,40
2117v17829,Emilio  Ontiveros,94
2117v17830,Uriel Bautista,39
2117v17831,Maria Sanchez,6
2117v17832,Pedro  Mede ,37
2117v17833,Pedro  Hernandez,56
2117v17834,Emilio  Sanchez,44
2117v17835,Maria Matias,63
2117v17836,Emilio  Martinez,38
2117v17837,Maria Ontiveros,19
2117v17838,Said  Mede ,68
2117v17839,Uriel Martinez,94
2117v17840,Abelardo  Martinez,30
2117v17841,Abelardo  Martinez,93
2117v17842,Ali  Vite,1
2117v17843,Ali  Ontiveros,35
2117v17844,Emilio  Bautista,69
2117v17845,Pedro  Bautista,40
2117v17846,Uriel Sanchez,50
2117v17847,Emilio  Matias,71
2117v17848,Emilio  Hernandez,98
2117v17849,Abelardo  Mede ,92
2117v17850,Emilio  Vite,47
2117v17851,Juan  de la cuz ,28
2117v17852,Ali  Hernandez,27
2117v17853,Pedro  de la cuz ,97
2117v17854,Said  Sanchez,51
2117v17855,Maria Sanchez,34
2117v17856,Ali  Vite,38
2117v17857,Abelardo  Hernandez,40
2117v17858,Pedro  Mede ,59
2117v17859,Laura Mede ,37
2117v17860,Juan  Bautista,10
2117v17861,Emilio  Matias,14
2117v17862,Laura Sanchez,57
2117v17863,Ali  Mede ,16
2117v17864,Abelardo  Vite,44
2117v17865,Flor  Mede ,13
2117v17866,Laura Bautista,79
2117v17867,Abelardo  Bautista,82
2117v17868,Abelardo  Mede ,70
2117v17869,Flor  Sanchez,40
2117v17870,Juan  Martinez,98
2117v17871,Uriel Martinez,98
2117v17872,Flor  Sanchez,4
2117v17873,Flor  Sanchez,52
2117v17874,Flor  Hernandez,69
2117v17875,Pedro  Hernandez,88
2117v17876,Ali  Vite,15
2117v17877,Uriel Martinez,74
2117v17878,Abelardo  Martinez,27
2117v17879,Emilio  Vite,30
2117v17880,Ali  Martinez,8
2117v17881,Maria Vite,7
2117v17882,Laura Hernandez,11
2117v17883,Emilio  Mede ,50
2117v17884,Pedro  Bautista,3
2117v17885,Emilio  Martinez,30
2117v17886,Said  de la cuz ,86
2117v17887,Laura de la cuz ,79
2117v17888,Maria Martinez,55
2117v17889,Pedro  Mede ,29
2117v17890,Ali  de la cuz ,53
2117v17891,Flor  de la cuz ,62
2117v17892,Abelardo  Hernandez,93
2117v17893,Pedro  Sanchez,17
2117v17894,Uriel Martinez,19
2117v17895,Uriel Matias,43
2117v17896,Maria Ontiveros,82
2117v17897,Said  Martinez,32
2117v17898,Laura Ontiveros,4
2117v17899,Flor  Matias,69
2117v17900,Said  Sanchez,87
2117v17901,Flor  Hernandez,62
2117v17902,Abelardo  Martinez,7
2117v17903,Juan  de la cuz ,60
2117v17904,Maria Hernandez,93
2117v17905,Flor  Bautista,84
2117v17906,Flor  Hernandez,31
2117v17907,Uriel Vite,16
2117v17908,Pedro  Mede ,20
2117v17909,Pedro  Mede ,66
2117v17910,Emilio  Vite,37
2117v17911,Maria Ontiveros,33
2117v17912,Laura Ontiveros,85
2117v17913,Pedro  de la cuz ,100
2117v17914,Ali  de la cuz ,79
2117v17915,Pedro  Ontiveros,44
2117v17916,Pedro  Mede ,95
2117v17917,Said  Matias,86
2117v17918,Pedro  Martinez,27
2117v17919,Flor  Hernandez,35
2117v17920,Emilio  Hernandez,47
2117v17921,Maria Martinez,8
2117v17922,Uriel Matias,58
2117v17923,Uriel Ontiveros,70
2117v17924,Said  Sanchez,17
2117v17925,Abelardo  Sanchez,18
2117v17926,Laura Vite,70
2117v17927,Ali  Matias,48
2117v17928,Ali  Hernandez,27
2117v17929,Laura Hernandez,73
2117v17930,Emilio  Santos,18
2117v17931,Flor  Matias,94
2117v17932,Juan  Bautista,13
2117v17933,Flor  Santos,44
2117v17934,Flor  Ontiveros,25
2117v17935,Flor  Bautista,69
2117v17936,Flor  Matias,56
2117v17937,Flor  Hernandez,65
2117v17938,Juan  Martinez,81
2117v17939,Juan  Matias,55
2117v17940,Emilio  de la cuz ,18
2117v17941,Juan  Ontiveros,80
2117v17942,Emilio  Mede ,100
2117v17943,Abelardo  Vite,96
2117v17944,Flor  Ontiveros,20
2117v17945,Said  Matias,80
2117v17946,Laura Vite,56
2117v17947,Flor  Martinez,14
2117v17948,Said  Mede ,82
2117v17949,Juan  de la cuz ,73
2117v17950,Pedro  Sanchez,77
2117v17951,Flor  Vite,28
2117v17952,Pedro  Mede ,43
2117v17953,Uriel Hernandez,36
2117v17954,Abelardo  Ontiveros,57
2117v17955,Abelardo  Mede ,79
2117v17956,Ali  Matias,93
2117v17957,Emilio  Mede ,66
2117v17958,Flor  Martinez,39
2117v17959,Flor  Vite,31
2117v17960,Pedro  Bautista,48
2117v17961,Abelardo  Hernandez,80
2117v17962,Ali  Ontiveros,82
2117v17963,Abelardo  Martinez,75
2117v17964,Pedro  de la cuz ,14
2117v17965,Laura Ontiveros,17
2117v17966,Said  Mede ,83
2117v17967,Laura de la cuz ,70
2117v17968,Ali  Hernandez,21
2117v17969,Ali  Matias,13
2117v17970,Abelardo  Santos,9
2117v17971,Emilio  Martinez,71
2117v17972,Flor  Hernandez,95
2117v17973,Uriel de la cuz ,69
2117v17974,Abelardo  Sanchez,58
2117v17975,Pedro  de la cuz ,92
2117v17976,Maria Martinez,42
2117v17977,Said  Matias,51
2117v17978,Juan  Hernandez,33
2117v17979,Emilio  Sanchez,44
2117v17980,Abelardo  Ontiveros,48
2117v17981,Uriel de la cuz ,9
2117v17982,Flor  Santos,49
2117v17983,Abelardo  Matias,7
2117v17984,Ali  de la cuz ,67
2117v17985,Abelardo  Sanchez,64
2117v17986,Uriel Ontiveros,50
2117v17987,Said  Vite,35
2117v17988,Laura de la cuz ,60
2117v17989,Said  de la cuz ,15
2117v17990,Juan  Santos,36
2117v17991,Abelardo  Matias,67
2117v17992,Ali  Sanchez,89
2117v17993,Said  Martinez,43
2117v17994,Pedro  Bautista,92
2117v17995,Ali  Bautista,73
2117v17996,Abelardo  Mede ,10
2117v17997,Flor  Ontiveros,93
2117v17998,Ali  Matias,40
2117v17999,Emilio  Ontiveros,9
2117v18000,Juan  Vite,51
2117v18001,Juan  Matias,62
2117v18002,Emilio  Santos,68
2117v18003,Laura de la cuz ,100
2117v18004,Emilio  Sanchez,33
2117v18005,Flor  Hernandez,50
2117v18006,Pedro  de la cuz ,39
2117v18007,Ali  Vite,61
2117v18008,Ali  Vite,89
2117v18009,Uriel Bautista,44
2117v18010,Juan  Bautista,67
2117v18011,Said  Bautista,96
2117v18012,Flor  Bautista,56
2117v18013,Maria Hernandez,77
2117v18014,Flor  Hernandez,26
2117v18015,Juan  Ontiveros,26
2117v18016,Emilio  Mede ,27
2117v18017,Said  Ontiveros,66
2117v18018,Uriel Martinez,25
2117v18019,Flor  Matias,47
2117v18020,Emilio  Matias,57
2117v18021,Juan  Santos,74
2117v18022,Juan  Hernandez,60
2117v18023,Emilio  Vite,66
2117v18024,Pedro  de la cuz ,72
2117v18025,Laura Vite,53
2117v18026,Said  Ontiveros,81
2117v18027,Ali  Ontiveros,5
2117v18028,Abelardo  Ontiveros,2
2117v18029,Laura Hernandez,5
2117v18030,Said  Matias,31
2117v18031,Emilio  Ontiveros,82
2117v18032,Emilio  Martinez,17
2117v18033,Flor  Matias,73
2117v18034,Laura Hernandez,12
2117v18035,Abelardo  Matias,64
2117v18036,Abelardo  de la cuz ,90
2117v18037,Emilio  Vite,77
2117v18038,Flor  de la cuz ,8
2117v18039,Pedro  Matias,6
2117v18040,Said  Santos,82
2117v18041,Juan  Mede ,33
2117v18042,Ali  Bautista,47
2117v18043,Flor  Ontiveros,56
2117v18044,Pedro  Sanchez,18
2117v18045,Emilio  Ontiveros,28
2117v18046,Flor  Sanchez,34
2117v18047,Abelardo  Hernandez,84
2117v18048,Emilio  Matias,71
2117v18049,Said  Bautista,80
2117v18050,Pedro  Matias,95
2117v18051,Laura de la cuz ,24
2117v18052,Said  Mede ,20
2117v18053,Abelardo  Vite,50
2117v18054,Flor  Mede ,3
2117v18055,Emilio  Hernandez,65
2117v18056,Maria Vite,6
2117v18057,Said  Hernandez,26
2117v18058,Laura Hernandez,23
2117v18059,Ali  Santos,89
2117v18060,Abelardo  Martinez,40
2117v18061,Ali  Santos,55
2117v18062,Pedro  Vite,67
2117v18063,Maria Santos,85
2117v18064,Juan  Vite,56
2117v18065,Said  Bautista,52
2117v18066,Abelardo  Hernandez,95
2117v18067,Flor  de la cuz ,21
2117v18068,Maria Martinez,34
2117v18069,Said  Sanchez,66
2117v18070,Abelardo  Sanchez,43
2117v18071,Emilio  Bautista,5
2117v18072,Abelardo  Santos,76
2117v18073,Pedro  Vite,87
2117v18074,Emilio  Ontiveros,32
2117v18075,Uriel Martinez,25
2117v18076,Emilio  Sanchez,7
2117v18077,Uriel Santos,2
2117v18078,Uriel Mede ,100
2117v18079,Maria Matias,99
2117v18080,Said  Vite,8
2117v18081,Ali  Sanchez,41
2117v18082,Maria Mede ,16
2117v18083,Laura de la cuz ,45
2117v18084,Uriel de la cuz ,46
2117v18085,Flor  Matias,79
2117v18086,Abelardo  Martinez,31
2117v18087,Flor  Sanchez,68
2117v18088,Emilio  Martinez,28
2117v18089,Laura Martinez,13
2117v18090,Uriel Bautista,78
2117v18091,Abelardo  Ontiveros,27
2117v18092,Maria Mede ,96
2117v18093,Emilio  Vite,10
2117v18094,Said  Matias,78
2117v18095,Abelardo  Hernandez,79
2117v18096,Juan  Hernandez,39
2117v18097,Juan  Sanchez,31
2117v18098,Juan  Bautista,41
2117v18099,Said  Matias,47
2117v18100,Juan  Santos,49
2117v18101,Juan  Sanchez,98
2117v18102,Uriel Martinez,57
2117v18103,Uriel Matias,14
2117v18104,Flor  Santos,37
2117v18105,Uriel Santos,45
2117v18106,Said  Ontiveros,6
2117v18107,Pedro  Ontiveros,14
2117v18108,Pedro  Matias,8
2117v18109,Ali  Matias,62
2117v18110,Juan  Ontiveros,13
2117v18111,Said  Martinez,66
2117v18112,Flor  Santos,9
2117v18113,Flor  Sanchez,17
2117v18114,Laura Mede ,77
2117v18115,Juan  Hernandez,76
2117v18116,Emilio  Matias,27
2117v18117,Said  Bautista,54
2117v18118,Pedro  Hernandez,2
2117v18119,Flor  Hernandez,13
2117v18120,Ali  Sanchez,36
2117v18121,Juan  Vite,25
2117v18122,Uriel Matias,45
2117v18123,Ali  Vite,15
2117v18124,Uriel Bautista,26
2117v18125,Laura Mede ,50
2117v18126,Ali  Hernandez,29
2117v18127,Ali  Mede ,38
2117v18128,Juan  Sanchez,31
2117v18129,Juan  Bautista,63
2117v18130,Maria Ontiveros,39
2117v18131,Emilio  Ontiveros,26
2117v18132,Flor  Mede ,56
2117v18133,Emilio  Mede ,54
2117v18134,Flor  Santos,8
2117v18135,Emilio  Matias,90
2117v18136,Pedro  Bautista,44
2117v18137,Pedro  Sanchez,55
2117v18138,Ali  Bautista,42
2117v18139,Said  Mede ,4
2117v18140,Maria Mede ,33
2117v18141,Pedro  Bautista,75
2117v18142,Emilio  Mede ,94
2117v18143,Pedro  Ontiveros,45
2117v18144,Ali  Martinez,25
2117v18145,Abelardo  de la cuz ,18
2117v18146,Pedro  Bautista,60
2117v18147,Flor  Santos,70
2117v18148,Maria Santos,63
2117v18149,Uriel Martinez,72
2117v18150,Ali  Hernandez,26
2117v18151,Juan  Matias,29
2117v18152,Uriel Mede ,13
2117v18153,Ali  Sanchez,71
2117v18154,Said  Vite,18
2117v18155,Laura Bautista,72
2117v18156,Maria de la cuz ,12
2117v18157,Emilio  Sanchez,3
2117v18158,Flor  Bautista,94
2117v18159,Abelardo  Matias,85
2117v18160,Emilio  Mede ,66
2117v18161,Said  Bautista,43
2117v18162,Abelardo  de la cuz ,63
2117v18163,Emilio  de la cuz ,88
2117v18164,Maria Santos,88
2117v18165,Said  Vite,13
2117v18166,Juan  Mede ,62
2117v18167,Said  Ontiveros,98
2117v18168,Juan  Vite,32
2117v18169,Ali  Sanchez,30
2117v18170,Said  Mede ,78
2117v18171,Uriel Ontiveros,85
2117v18172,Said  Ontiveros,10
2117v18173,Laura Mede ,65
2117v18174,Laura Sanchez,81
2117v18175,Uriel Matias,34
2117v18176,Flor  Mede ,16
2117v18177,Abelardo  Santos,14
2117v18178,Uriel Santos,59
2117v18179,Pedro  Ontiveros,40
2117v18180,Flor  Sanchez,9
2117v18181,Said  Ontiveros,2
2117v18182,Emilio  Martinez,16
2117v18183,Emilio  Santos,17
2117v18184,Flor  Mede ,62
2117v18185,Juan  Santos,33
2117v18186,Abelardo  Vite,44
2117v18187,Juan  Martinez,34
2117v18188,Maria Matias,33
2117v18189,Maria Santos,43
2117v18190,Juan  Santos,38
2117v18191,Ali  Mede ,49
2117v18192,Ali  Santos,21
2117v18193,Juan  Martinez,87
2117v18194,Juan  de la cuz ,64
2117v18195,Ali  Matias,27
2117v18196,Ali  de la cuz ,36
2117v18197,Laura Santos,83
2117v18198,Juan  Martinez,88
2117v18199,Emilio  Santos,69
2117v18200,Uriel Santos,91
2117v18201,Pedro  Sanchez,73
2117v18202,Pedro  Ontiveros,20
2117v18203,Abelardo  Vite,64
2117v18204,Laura Ontiveros,18
2117v18205,Ali  Hernandez,48
2117v18206,Maria Vite,71
2117v18207,Said  Matias,70
2117v18208,Flor  Matias,98
2117v18209,Pedro  Sanchez,75
2117v18210,Pedro  de la cuz ,26
2117v18211,Uriel Matias,26
2117v18212,Emilio  Martinez,47
2117v18213,Uriel Vite,85
2117v18214,Flor  Matias,77
2117v18215,Emilio  Martinez,70
2117v18216,Laura Vite,92
2117v18217,Emilio  Ontiveros,31
2117v18218,Abelardo  Matias,48
2117v18219,Ali  Sanchez,47
2117v18220,Said  Ontiveros,59
2117v18221,Laura Vite,58
2117v18222,Pedro  Ontiveros,23
2117v18223,Maria Ontiveros,42
2117v18224,Emilio  de la cuz ,71
2117v18225,Emilio  Sanchez,46
2117v18226,Uriel Bautista,69
2117v18227,Maria Ontiveros,5
2117v18228,Pedro  Ontiveros,99
2117v18229,Maria Vite,62
2117v18230,Laura Vite,13
2117v18231,Abelardo  de la cuz ,8
2117v18232,Laura Ontiveros,15
2117v18233,Uriel Mede ,49
2117v18234,Ali  Ontiveros,71
2117v18235,Maria Ontiveros,18
2117v18236,Emilio  de la cuz ,83
2117v18237,Pedro  Mede ,80
2117v18238,Abelardo  Matias,71
2117v18239,Laura Ontiveros,2
2117v18240,Emilio  Vite,54
2117v18241,Juan  Matias,96
2117v18242,Abelardo  Sanchez,95
2117v18243,Juan  Sanchez,19
2117v18244,Emilio  Mede ,81
2117v18245,Emilio  Hernandez,69
2117v18246,Flor  de la cuz ,78
2117v18247,Flor  de la cuz ,30
2117v18248,Uriel Matias,53
2117v18249,Abelardo  Santos,93
2117v18250,Ali  de la cuz ,18
2117v18251,Laura Hernandez,18
2117v18252,Said  Mede ,90
2117v18253,Flor  Martinez,13
2117v18254,Uriel Santos,71
2117v18255,Ali  de la cuz ,76
2117v18256,Uriel Bautista,37
2117v18257,Said  Ontiveros,7
2117v18258,Flor  Matias,54
2117v18259,Juan  Bautista,61
2117v18260,Said  Hernandez,19
2117v18261,Uriel Martinez,82
2117v18262,Laura Santos,13
2117v18263,Flor  Mede ,2
2117v18264,Uriel Hernandez,33
2117v18265,Said  Mede ,26
2117v18266,Maria Matias,52
2117v18267,Flor  Martinez,49
2117v18268,Juan  Santos,82
2117v18269,Abelardo  Vite,52
2117v18270,Juan  Santos,27
2117v18271,Emilio  Ontiveros,32
2117v18272,Maria Vite,21
2117v18273,Laura Matias,52
2117v18274,Pedro  Sanchez,13
2117v18275,Laura Matias,10
2117v18276,Uriel Mede ,9
2117v18277,Pedro  Sanchez,71
2117v18278,Laura Vite,28
2117v18279,Uriel de la cuz ,28
2117v18280,Laura Ontiveros,15
2117v18281,Pedro  Hernandez,12
2117v18282,Uriel Bautista,59
2117v18283,Emilio  Hernandez,71
2117v18284,Maria Sanchez,82
2117v18285,Flor  Santos,29
2117v18286,Flor  Santos,16
2117v18287,Uriel Ontiveros,75
2117v18288,Maria Hernandez,51
2117v18289,Maria Vite,25
2117v18290,Abelardo  Ontiveros,56
2117v18291,Juan  Mede ,31
2117v18292,Ali  Mede ,16
2117v18293,Flor  Hernandez,78
2117v18294,Laura Mede ,54
2117v18295,Abelardo  de la cuz ,43
2117v18296,Juan  Ontiveros,7
2117v18297,Maria Mede ,41
2117v18298,Emilio  Matias,72
2117v18299,Laura Matias,53
2117v18300,Emilio  Sanchez,98
2117v18301,Abelardo  Ontiveros,51
2117v18302,Ali  Hernandez,60
2117v18303,Juan  Bautista,33
2117v18304,Abelardo  Vite,12
2117v18305,Emilio  Santos,52
2117v18306,Emilio  Matias,66
2117v18307,Uriel de la cuz ,27
2117v18308,Abelardo  Hernandez,93
2117v18309,Maria Sanchez,57
2117v18310,Said  Matias,64
2117v18311,Pedro  Matias,20
2117v18312,Flor  Sanchez,78
2117v18313,Said  Vite,96
2117v18314,Pedro  Hernandez,3
2117v18315,Juan  Santos,50
2117v18316,Ali  Sanchez,69
2117v18317,Emilio  Sanchez,5
2117v18318,Ali  Hernandez,6
2117v18319,Laura Vite,11
2117v18320,Emilio  Vite,39
2117v18321,Juan  Martinez,76
2117v18322,Uriel Martinez,5
2117v18323,Laura Martinez,15
2117v18324,Uriel Matias,61
2117v18325,Emilio  Mede ,61
2117v18326,Laura Matias,94
2117v18327,Ali  Matias,91
2117v18328,Pedro  Santos,43
2117v18329,Said  Vite,99
2117v18330,Maria Vite,44
2117v18331,Flor  Santos,3
2117v18332,Juan  Sanchez,20
2117v18333,Flor  Vite,73
2117v18334,Pedro  Martinez,22
2117v18335,Maria Matias,61
2117v18336,Pedro  Vite,28
2117v18337,Juan  Bautista,39
2117v18338,Emilio  Ontiveros,26
2117v18339,Emilio  Ontiveros,93
2117v18340,Pedro  Ontiveros,88
2117v18341,Laura Ontiveros,90
2117v18342,Uriel Matias,75
2117v18343,Said  Matias,94
2117v18344,Said  de la cuz ,5
2117v18345,Maria Hernandez,63
2117v18346,Abelardo  Martinez,63
2117v18347,Maria Vite,53
2117v18348,Ali  Sanchez,73
2117v18349,Pedro  Vite,64
2117v18350,Laura Sanchez,73
2117v18351,Pedro  Vite,54
2117v18352,Abelardo  Bautista,91
2117v18353,Abelardo  Matias,89
2117v18354,Ali  Martinez,6
2117v18355,Uriel Bautista,88
2117v18356,Juan  Ontiveros,19
2117v18357,Emilio  Bautista,11
2117v18358,Juan  Hernandez,22
2117v18359,Flor  Hernandez,2
2117v18360,Ali  Sanchez,88
2117v18361,Pedro  Bautista,24
2117v18362,Uriel Sanchez,17
2117v18363,Pedro  Matias,55
2117v18364,Flor  Vite,42
2117v18365,Uriel Bautista,77
2117v18366,Ali  Matias,67
2117v18367,Uriel Mede ,93
2117v18368,Maria Ontiveros,61
2117v18369,Laura Hernandez,4
2117v18370,Ali  Sanchez,61
2117v18371,Said  Sanchez,57
2117v18372,Juan  Ontiveros,80
2117v18373,Emilio  de la cuz ,10
2117v18374,Juan  Bautista,76
2117v18375,Uriel Hernandez,4
2117v18376,Abelardo  Martinez,33
2117v18377,Ali  Ontiveros,12
2117v18378,Juan  Mede ,23
2117v18379,Flor  Sanchez,47
2117v18380,Maria Santos,80
2117v18381,Maria Vite,71
2117v18382,Ali  Martinez,21
2117v18383,Juan  de la cuz ,19
2117v18384,Said  Bautista,93
2117v18385,Pedro  Vite,91
2117v18386,Emilio  Sanchez,37
2117v18387,Flor  Mede ,15
2117v18388,Said  Sanchez,83
2117v18389,Emilio  Sanchez,66
2117v18390,Abelardo  de la cuz ,63
2117v18391,Flor  Santos,13
2117v18392,Emilio  Martinez,2
2117v18393,Flor  Bautista,68
2117v18394,Said  Matias,45
2117v18395,Maria Vite,34
2117v18396,Abelardo  Santos,47
2117v18397,Pedro  Hernandez,46
2117v18398,Pedro  de la cuz ,70
2117v18399,Laura Bautista,93
2117v18400,Maria Hernandez,31
2117v18401,Juan  Sanchez,84
2117v18402,Laura Mede ,29
2117v18403,Said  de la cuz ,39
2117v18404,Emilio  Vite,59
2117v18405,Ali  Matias,88
2117v18406,Juan  Hernandez,82
2117v18407,Uriel Vite,46
2117v18408,Ali  Santos,20
2117v18409,Flor  Vite,22
2117v18410,Ali  Matias,49
2117v18411,Said  Santos,3
2117v18412,Pedro  Hernandez,84
2117v18413,Juan  Sanchez,62
2117v18414,Abelardo  Bautista,85
2117v18415,Said  de la cuz ,22
2117v18416,Laura Ontiveros,44
2117v18417,Ali  Hernandez,72
2117v18418,Maria Hernandez,100
2117v18419,Maria Matias,17
2117v18420,Ali  Santos,79
2117v18421,Pedro  de la cuz ,49
2117v18422,Uriel Martinez,9
2117v18423,Juan  Sanchez,16
2117v18424,Pedro  de la cuz ,32
2117v18425,Emilio  de la cuz ,64
2117v18426,Flor  Matias,24
2117v18427,Abelardo  Mede ,81
2117v18428,Ali  Bautista,59
2117v18429,Laura Hernandez,29
2117v18430,Abelardo  Sanchez,85
2117v18431,Said  Bautista,48
2117v18432,Maria Martinez,26
2117v18433,Emilio  Santos,45
2117v18434,Flor  Martinez,5
2117v18435,Abelardo  Mede ,3
2117v18436,Abelardo  Matias,16
2117v18437,Maria Mede ,3
2117v18438,Flor  Ontiveros,75
2117v18439,Abelardo  Sanchez,94
2117v18440,Laura Santos,64
2117v18441,Uriel Vite,29
2117v18442,Abelardo  Hernandez,37
2117v18443,Juan  Ontiveros,31
2117v18444,Juan  Matias,63
2117v18445,Laura Sanchez,44
2117v18446,Juan  Santos,50
2117v18447,Abelardo  Sanchez,4
2117v18448,Abelardo  Santos,10
2117v18449,Maria Martinez,40
2117v18450,Ali  Ontiveros,97
2117v18451,Laura Vite,11
2117v18452,Uriel Matias,54
2117v18453,Juan  Martinez,87
2117v18454,Emilio  Vite,93
2117v18455,Ali  Ontiveros,34
2117v18456,Pedro  Santos,92
2117v18457,Uriel Mede ,5
2117v18458,Juan  Martinez,41
2117v18459,Uriel de la cuz ,2
2117v18460,Flor  Bautista,63
2117v18461,Pedro  Sanchez,9
2117v18462,Emilio  Bautista,92
2117v18463,Flor  Vite,35
2117v18464,Laura Sanchez,61
2117v18465,Ali  Hernandez,46
2117v18466,Juan  Mede ,50
2117v18467,Maria de la cuz ,32
2117v18468,Flor  Matias,34
2117v18469,Pedro  Matias,28
2117v18470,Emilio  Martinez,35
2117v18471,Emilio  Vite,30
2117v18472,Pedro  Vite,38
2117v18473,Juan  Mede ,3
2117v18474,Juan  Sanchez,8
2117v18475,Juan  Sanchez,82
2117v18476,Maria Bautista,68
2117v18477,Pedro  Sanchez,35
2117v18478,Pedro  Sanchez,47
2117v18479,Emilio  de la cuz ,30
2117v18480,Said  Bautista,100
2117v18481,Maria Matias,61
2117v18482,Said  Santos,65
2117v18483,Maria Ontiveros,99
2117v18484,Abelardo  Sanchez,68
2117v18485,Ali  Santos,34
2117v18486,Laura Vite,81
2117v18487,Pedro  de la cuz ,97
2117v18488,Ali  Martinez,40
2117v18489,Said  Sanchez,21
2117v18490,Uriel Bautista,81
2117v18491,Flor  Bautista,90
2117v18492,Emilio  Vite,42
2117v18493,Ali  Santos,44
2117v18494,Laura Sanchez,75
2117v18495,Pedro  de la cuz ,2
2117v18496,Abelardo  Vite,14
2117v18497,Emilio  Vite,96
2117v18498,Juan  Ontiveros,24
2117v18499,Uriel Hernandez,67
2117v18500,Said  Mede ,1
2117v18501,Abelardo  Mede ,19
2117v18502,Said  Sanchez,91
2117v18503,Ali  Sanchez,87
2117v18504,Pedro  Ontiveros,61
2117v18505,Uriel Santos,81
2117v18506,Said  Martinez,99
2117v18507,Pedro  Mede ,72
2117v18508,Pedro  Santos,57
2117v18509,Ali  Bautista,55
2117v18510,Said  Hernandez,77
2117v18511,Emilio  Sanchez,68
2117v18512,Uriel Sanchez,61
2117v18513,Ali  Santos,93
2117v18514,Juan  Mede ,52
2117v18515,Abelardo  Sanchez,56
2117v18516,Pedro  Santos,47
2117v18517,Said  Hernandez,90
2117v18518,Uriel Santos,49
2117v18519,Said  Matias,33
2117v18520,Flor  Ontiveros,30
2117v18521,Abelardo  Matias,16
2117v18522,Maria Santos,96
2117v18523,Laura Hernandez,32
2117v18524,Juan  de la cuz ,56
2117v18525,Uriel Vite,26
2117v18526,Uriel Vite,53
2117v18527,Uriel Sanchez,11
2117v18528,Uriel Martinez,27
2117v18529,Flor  de la cuz ,30
2117v18530,Pedro  Vite,100
2117v18531,Abelardo  Mede ,14
2117v18532,Ali  Hernandez,89
2117v18533,Abelardo  Bautista,91
2117v18534,Flor  Vite,100
2117v18535,Maria Sanchez,85
2117v18536,Uriel Hernandez,19
2117v18537,Abelardo  Sanchez,17
2117v18538,Flor  Hernandez,71
2117v18539,Ali  Matias,46
2117v18540,Abelardo  Sanchez,73
2117v18541,Uriel Ontiveros,52
2117v18542,Maria Ontiveros,57
2117v18543,Flor  Hernandez,36
2117v18544,Abelardo  Bautista,6
2117v18545,Abelardo  Martinez,50
2117v18546,Emilio  Matias,16
2117v18547,Said  Vite,45
2117v18548,Said  Sanchez,16
2117v18549,Pedro  Vite,45
2117v18550,Flor  Santos,87
2117v18551,Uriel Vite,1
2117v18552,Said  de la cuz ,4
2117v18553,Juan  Ontiveros,2
2117v18554,Uriel Ontiveros,85
2117v18555,Uriel Vite,54
2117v18556,Laura Santos,85
2117v18557,Abelardo  de la cuz ,73
2117v18558,Uriel Mede ,49
2117v18559,Emilio  Matias,98
2117v18560,Pedro  Martinez,79
2117v18561,Juan  Bautista,53
2117v18562,Flor  Martinez,22
2117v18563,Ali  Mede ,59
2117v18564,Emilio  Santos,88
2117v18565,Laura Hernandez,88
2117v18566,Juan  Hernandez,5
2117v18567,Flor  Matias,70
2117v18568,Juan  Hernandez,16
2117v18569,Uriel Vite,62
2117v18570,Uriel Hernandez,86
2117v18571,Juan  de la cuz ,3
2117v18572,Emilio  Martinez,83
2117v18573,Pedro  Mede ,95
2117v18574,Maria Mede ,45
2117v18575,Maria Ontiveros,89
2117v18576,Pedro  Hernandez,91
2117v18577,Laura Bautista,93
2117v18578,Abelardo  Vite,56
2117v18579,Ali  de la cuz ,20
2117v18580,Abelardo  Martinez,48
2117v18581,Emilio  Matias,64
2117v18582,Ali  Ontiveros,63
2117v18583,Flor  Mede ,72
2117v18584,Laura Martinez,28
2117v18585,Flor  Hernandez,93
2117v18586,Uriel Matias,58
2117v18587,Laura Sanchez,17
2117v18588,Pedro  de la cuz ,80
2117v18589,Uriel de la cuz ,94
2117v18590,Ali  Martinez,83
2117v18591,Uriel Hernandez,91
2117v18592,Abelardo  Sanchez,10
2117v18593,Uriel Martinez,35
2117v18594,Laura Vite,69
2117v18595,Maria Martinez,13
2117v18596,Pedro  de la cuz ,51
2117v18597,Emilio  Matias,22
2117v18598,Flor  Bautista,15
2117v18599,Maria Mede ,26
2117v18600,Emilio  Vite,50
2117v18601,Emilio  Santos,17
2117v18602,Flor  Hernandez,88
2117v18603,Pedro  Ontiveros,5
2117v18604,Flor  Ontiveros,38
2117v18605,Flor  Santos,42
2117v18606,Flor  Mede ,89
2117v18607,Abelardo  Bautista,48
2117v18608,Abelardo  Bautista,55
2117v18609,Said  de la cuz ,63
2117v18610,Said  Matias,5
2117v18611,Maria de la cuz ,100
2117v18612,Uriel Matias,91
2117v18613,Uriel Bautista,59
